CIS;CIS_Denomination;CIS_Forme_pharmaceutique;CIS_Voies_administration;CIS_Statut_AMM;CIS_Type_procedure_AMM;CIS_Etat_commercialisation;CIS_Date_AMM;CIS_StatutBdm;CIS_Numero_AMM_europeenne;CIS_Titulaires;CIS_Surveillance_renforcee;CIP_CIS;CIP_CIP7;CIP_Libelle_presentation;CIP_Statut_presentation;CIP_Etat_commercialisation;CIP_Date_declaration_commercialisation;CIP_CIP13;CIP_Agrement_collectivites;CIP_Taux_remboursement;CIP_Prix_medicament_euro;CIP_Prix_public_France_euro;CIP_Honoraires_dispensation_euro;CIP_Indications_remboursement;compo_dosage_texte
60029394;TADALAFIL EG 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation abrogée;Procédure décentralisée;Non commercialisée;04/07/2017;Warning disponibilité;;EG LABO - LABORATOIRES EUROGENERICS;Non;60029394;3008127;plaquette de 4 comprimés;Présentation active;Déclaration d'arrêt de commercialisation;24/01/2022;3400930081273;non;;;;;;TADALAFIL : 10 mg pour un comprimé
60030699;THERASOLV 100 000 UI, poudre pour solution injectable/pour perfusion;poudre pour solution injectable ou pour perfusion;"intraartérielle;intraveineuse;voie extracorporelle autre";Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;02/07/2019;;;THERADIAL;Non;60030699;5506753;1 flacon de 8 ml;Présentation active;Déclaration de commercialisation;01/06/2021;3400955067535;oui;;;;;;UROKINASE (MAMMIFERE/HUMAIN/URINE) : 100 000 UI pour un flacon
60030980;MEDIFLOR N°7 CONTRE LA CONSTIPATION PASSAGERE, mélange de plantes pour tisane en sachet-dose;mélange de plantes pour tisane;orale;Autorisation archivée;Procédure nationale;Non commercialisée;30/09/1992;Warning disponibilité;;LABORATOIRE VICKS;Non;60030980;3399333;24 sachet de 1,8 g;Présentation active;Déclaration d'arrêt de commercialisation;11/06/2021;3400933993337;non;;;;;;SÉNÉ (FEUILLE DE) : 0,72 g pour un sachet-dose de 1,8 g
60031071;ARIPIPRAZOLE SANDOZ 10 mg, comprimé orodispersible;comprimé orodispersible;orale;Autorisation active;Procédure décentralisée;Commercialisée;03/03/2016;;;SANDOZ;Non;60031071;3004343;28 plaquette de 1 comprimé;Présentation active;Déclaration de commercialisation;04/10/2016;3400930043431;oui;65%;17,42;18,44;1,02;;ARIPIPRAZOLE : 10 mg pour un comprimé
60033389;BLEOMYCINE ACCORD 15000 UI, poudre pour solution injectable / pour perfusion;poudre pour solution injectable ou pour perfusion;"intraartérielle;intramusculaire;intrapleurale;intratumorale;intraveineuse;sous-cutanée";Autorisation active;Procédure décentralisée;Commercialisée;07/12/2017;;;ACCORD HEALTHCARE FRANCE;Non;60033389;3011657;1 flacon de 6 ml;Présentation active;Déclaration de commercialisation;30/06/2023;3400930116579;oui;;;;;;SULFATE DE BLÉOMYCINE
60033510;VANCOMYCINE VIATRIS 125 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;31/07/1996;;;VIATRIS SANTE;Non;60033510;5625845;1 flacon(s) en verre;Présentation active;Déclaration de commercialisation;19/12/1996;3400956258451;oui;;;;;;CHLORHYDRATE DE VANCOMYCINE : 125 mg pour un flacon
60034085;BUCCOLAM 10 mg, solution buccale;solution;buccogingivale;Autorisation active;Procédure centralisée;Commercialisée;05/09/2011;;EU/1/11/709;NEURAXPHARM PHARMACEUTICALS (ESPAGNE);Non;60034085;2210871;4 seringue préremplie de 2 ml;Présentation active;Déclaration de commercialisation;17/12/2012;3400922108711;oui;65%;79,24;80,26;1,02;"Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Crises convulsives aiguës prolongées chez les patients âgés de 6 mois à moins de 18 ans. ; JOURNAL OFFICIEL ; 22/03/13";CHLORHYDRATE DE MIDAZOLAM
60034644;SYNACTHENE RETARD 1 mg/1 ml, suspension injectable I.M.;suspension injectable;intramusculaire;Autorisation active;Procédure nationale;Non commercialisée;04/08/1998;Warning disponibilité;;ALFASIGMA (ITALIE);Non;60034644;3102586;1 ampoule de 1 ml;Présentation active;Déclaration d'arrêt de commercialisation;31/05/2024;3400931025863;non;65%;9,91;10,93;1,02;;"CHLORURE DE ZINC : 2,50 mg pour 1 ml de suspension injectable I.M. ; TÉTRACOSACTIDE : 1,00 mg pour 1 ml de suspension injectable I.M."
60034936;KETOCONAZOLE BIOGARAN 2 %, gel en sachet-dose;gel;cutanée;Autorisation active;Procédure nationale;Commercialisée;14/02/2008;;;BIOGARAN;Non;60034936;3841579;8 sachet de 6 g;Présentation active;Déclaration de commercialisation;17/03/2009;3400938415797;oui;30%;4,40;5,42;1,02;;KÉTOCONAZOLE : 120 mg pour un sachet-dose 6 g
60035461;LYSOPAÏNE MAUX DE GORGE AMBROXOL CITRON 20 mg SANS SUCRE, pastille édulcorée au sorbitol et au sucralose;pastille;voie buccale autre;Autorisation active;Procédure décentralisée;Commercialisée;21/06/2013;;;OPELLA HEALTHCARE FRANCE;Non;60035461;2228635;plaquette de 18 pastilles;Présentation active;Déclaration de commercialisation;12/11/2013;3400922286358;non;;;;;;CHLORHYDRATE D'AMBROXOL : 20 mg pour une pastille
60035714;SIMPONI 50 mg, solution injectable en seringue préremplie;solution injectable;sous-cutanée;Autorisation active;Procédure centralisée;Commercialisée;01/10/2009;;EU/1/09/546;JANSSEN CILAG INTERNATIONAL NV;Non;60035714;3973097;1 seringue préremplie de 0,5 ml avec aiguilles;Présentation active;Déclaration de commercialisation;05/10/2012;3400939730974;oui;65%;511,98;513,00;1,02;"Ce médicament peut être pris en charge ou remboursé par l'Assurance Maladie dans les cas suivants :<br><br>- Polyarthrite rhumatoïde (PR), en association avec le méthotrexate :<br>. PR active, modérée à sévère, chez les adultes, lorsque la réponse aux traitements de fond antirhumatismaux, y compris le méthotrexate s'est révélée inadaptée.<br>- Rhumatisme psoriasique actif et évolutif chez les adultes, lorsque la réponse à un précédent traitement de fond antirhumatismal a été inadéquate. <br>- Spondylarthrite ankylosante (SA) :<br>SIMPONI est indiqué dans le traitement de la spondylarthrite ankylosante active sévère chez les adultes qui n'ont pas répondu de manière adéquate à un traitement conventionnel.<br>- Rectocolite hémorragique active, modérée à sévère chez les patients adultes qui n'ont pas répondu de manière adéquate à un traitement conventionnel comprenant les corticoïdes et la 6-mercaptopurine (6-MP) ou l'azathioprine (AZA) ou chez lesquels ce traitement est mal toléré ou contre-indiqué.<br>- Spondyloarthrite axiale active non radiographique sévère de l'adulte, en cas d'impossibilité d'utiliser les  anti-inflammatoires non stéroïdiens. ; JOURNAL OFFICIEL ; 10/11/17";GOLIMUMAB : 50 mg pour une seringue préremplie
60035924;OXOMEMAZINE VIATRIS 0,33 mg/mL SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique;solution buvable;orale;Autorisation active;Procédure nationale;Commercialisée;22/07/2010;;;VIATRIS SANTE;Non;60035924;4921553;1 flacon de 150 ml avec gobelets doseurs polypropylène;Présentation active;Déclaration de commercialisation;26/08/2011;3400949215539;oui;15%;1,99;3,01;1,02;;OXOMÉMAZINE : 0,033 g pour 100 ml de solution buvable
60037327;PROTAMINE CHOAY 1000 U.A.H./ml, solution injectable;solution injectable;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;03/02/1998;;;CHEPLAPHARM ARZNEIMITTEL (ALLEMAGNE);Non;60037327;3101173;1 flacon de 10 ml;Présentation active;Déclaration de commercialisation;19/01/1949;3400931011736;oui;65%;30,03;31,05;1,02;;SULFATE DE PROTAMINE : 1 000 Unités Antihéparine pour 1 mL de solution injectable
60037380;AMLODIPINE/VALSARTAN KRKA 5 mg/160 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure décentralisée;Commercialisée;27/11/2018;;;KRKA (SLOVENIE);Non;60037380;3016677;plaquette de 30 comprimés;Présentation active;Déclaration de commercialisation;27/08/2019;3400930166772;oui;65%;6,19;7,21;1,02;;"VALSARTAN : 160 mg pour un comprimé ; BÉSILATE D'AMLODIPINE"
60037380;AMLODIPINE/VALSARTAN KRKA 5 mg/160 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure décentralisée;Commercialisée;27/11/2018;;;KRKA (SLOVENIE);Non;60037380;3016678;plaquette de 90 comprimés;Présentation active;Déclaration de commercialisation;27/08/2019;3400930166789;oui;65%;17,46;20,22;2,76;;"VALSARTAN : 160 mg pour un comprimé ; BÉSILATE D'AMLODIPINE"
60038468;LAMOTRIGINE ARROW LAB 200 mg, comprimé dispersible ou à croquer;comprimé dispersible ou à croquer;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;09/02/2012;;;ARROW GENERIQUES;Non;60038468;2196792;plaquette de 30 comprimés;Présentation active;Déclaration de commercialisation;04/08/2015;3400921967920;oui;65%;9,17;10,19;1,02;;LAMOTRIGINE : 200 mg pour un comprimé
60038525;BUDESONIDE/FORMOTEROL SANDOZ FORSPIRO 320 microgrammes/9 microgrammes/dose, poudre pour inhalation en récipient unidose;poudre pour inhalation;inhalée;Autorisation active;Procédure décentralisée;Commercialisée;07/07/2021;;;SANDOZ;Non;60038525;3022302;1 plaquette de 60 doses avec inhalateur en plastique;Présentation active;Déclaration de commercialisation;07/11/2023;3400930223024;oui;65 %;26,25;27,27;1,02;;"BUDÉSONIDE : 320 microgrammes pour une dose délivrée ; FUMARATE DE FORMOTÉROL DIHYDRATÉ : 9 microgrammes pour une dose délivrée"
60039171;BALVERSA 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure centralisée;Commercialisée;22/08/2024;;EU/1/24/1841;JANSSEN CILAG INTERNATIONAL NV;Oui;60039171;3030104;1 flacon de sécurité enfant de 28 comprimés;Présentation active;Déclaration de commercialisation;01/04/2025;3400930301043;oui;100 %;7,518,58;7,519,60;1,02;;ERDAFITINIB : 5 mg pour un comprimé
60040145;SENOPHILE, pommade;pommade;cutanée;Autorisation archivée;Procédure nationale;Non commercialisée;13/02/1996;Warning disponibilité;;B BRAUN MEDICAL;Non;60040145;3095797;1 tube de 50 g;Présentation active;Déclaration d'arrêt de commercialisation;15/12/2021;3400930957974;non;;;;;;"OXYDE DE ZINC : 5,00 g pour 100 g de pommade ; BENZOATE DE CHOLÉSTÉROL : 1,00 g pour 100 g de pommade"
60040469;MONOSEPT 0,25 POUR MILLE (0,1 mg/0,4 ml), collyre en solution en récipient unidose;collyre en solution;ophtalmique;Autorisation active;Procédure nationale;Commercialisée;24/07/1996;;;HORUS PHARMA;Non;60040469;3636684;30 récipient unidose de 0,4 ml;Présentation active;Déclaration de commercialisation;23/01/2006;3400936366848;oui;30%;2,92;3,94;1,02;;CÉTHEXONIUM (BROMURE DE) : 0,1 mg pour un récipient unidose
60040572;VIALEBEX 200 g/L Nouveau-nés et nourrissons, solution pour perfusion;solution pour perfusion;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;22/10/1996;;;LFB-BIOMEDICAMENTS;Non;60040572;5645084;1 flacon de 10 ml;Présentation active;Déclaration de commercialisation;22/11/1996;3400956450848;oui;;;;;;ALBUMINE HUMAINE : 200 mg pour 1 mL de solution
60041560;TRAMADOL CRISTERS LP 150 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;orale;Autorisation active;Procédure nationale;Commercialisée;16/08/2010;;;CRISTERS;Non;60041560;3026806;plaquette de 10 comprimés;Présentation active;Déclaration de commercialisation;26/06/2024;3400930268063;oui;65 %;2,50;3,52;1,02;;CHLORHYDRATE DE TRAMADOL : 150 mg pour un comprimé
60041560;TRAMADOL CRISTERS LP 150 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;orale;Autorisation active;Procédure nationale;Commercialisée;16/08/2010;;;CRISTERS;Non;60041560;4936394;plaquette de 30 comprimés;Présentation active;Déclaration de commercialisation;25/04/2014;3400949363940;oui;65%;6,89;7,91;1,02;;CHLORHYDRATE DE TRAMADOL : 150 mg pour un comprimé
60042349;EPIRUBICINE HIKMA 2 mg/ml, solution intravésicale/solution injectable;solution ou injectable;"intraveineuse;intravésicale";Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;04/03/2020;;;HIKMA FARMACEUTICA (PORTUGAL);Non;60042349;5507216;1 flacon de 100 mL;Présentation active;Déclaration de commercialisation;01/03/2024;3400955072164;oui;;;;;;CHLORHYDRATE D'ÉPIRUBICINE : 2 mg pour 1 mL de solution
60043038;ACTYNOX 50 %/50 % v/v, gaz médicinal comprimé;gaz;inhalée;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;17/05/2017;;;AIR PRODUCTS;Non;60043038;3008900;1 bouteille de 5 l munie d'un robinet en laiton avec manodétendeur et raccord de sortie normalisé;Présentation active;Déclaration de commercialisation;06/12/2018;3400930089002;oui;;;;;;"OXYGÈNE : 50 % mole/mole pour une bouteille ; PROTOXYDE D'AZOTE : 50 % mole/mole pour une bouteille"
60043038;ACTYNOX 50 %/50 % v/v, gaz médicinal comprimé;gaz;inhalée;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;17/05/2017;;;AIR PRODUCTS;Non;60043038;5503141;1 bouteille de 15 l munie d'un robinet en laiton avec manodétendeur et raccord de sortie normalisé;Présentation active;Déclaration de commercialisation;24/12/2018;3400955031413;oui;;;;;;"OXYGÈNE : 50 % mole/mole pour une bouteille ; PROTOXYDE D'AZOTE : 50 % mole/mole pour une bouteille"
60043077;OXCARBAZEPINE VIATRIS 300 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure décentralisée;Commercialisée;23/04/2007;;;VIATRIS SANTE;Non;60043077;3798286;plaquette de 50 comprimés;Présentation active;Déclaration de commercialisation;01/10/2007;3400937982863;oui;65%;14,22;15,24;1,02;;OXCARBAZÉPINE : 300 mg pour un comprimé
60044649;TICAGRELOR EG 90 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure décentralisée;Commercialisée;13/07/2021;;;EG LABO - LABORATOIRES EUROGENERICS;Non;60044649;3023387;plaquette de 60 comprimés;Présentation active;Déclaration de commercialisation;03/06/2025;3400930233870;oui;65 %;20,31;21,33;1,02;;TICAGRÉLOR : 90 mg pour un comprimé
60044784;LEVETIRACETAM VIATRIS 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;27/05/2011;;;VIATRIS SANTE;Non;60044784;4162610;plaquette de 60 comprimés;Présentation active;Déclaration de commercialisation;12/09/2011;3400941626104;oui;65%;14,05;15,07;1,02;;LÉVÉTIRACÉTAM : 250 mg pour un comprimé
60044841;ACIDE URSODESOXYCHOLIQUE MEDIPHA 250 mg, gélule;gélule;orale;Autorisation active;Procédure décentralisée;Non commercialisée;28/05/2019;Warning disponibilité;;MEDIPHA SANTE;Non;60044841;3018096;plaquette de 100 gélules;Présentation active;Déclaration d'arrêt de commercialisation;31/03/2024;3400930180969;non;65%;33,70;34,72;1,02;;ACIDE URSODÉOXYCHOLIQUE : 250 mg pour une gélule
60044987;CAPECITABINE VIATRIS 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure décentralisée;Commercialisée;06/09/2013;;;VIATRIS SANTE;Non;60044987;2744986;120 plaquette de 1 comprimé;Présentation active;Déclaration de commercialisation;06/01/2014;3400927449864;oui;100%;145,37;146,39;1,02;;CAPÉCITABINE : 500 mg pour un comprimé
60045217;ZIMINO 2,5 mg/ml, solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse;Autorisation active;Procédure décentralisée;Commercialisée;20/10/2015;;;ORION CORPORATION;Non;60045217;3002104;1 flacon de 5 ml;Présentation active;Déclaration de commercialisation;02/09/2016;3400930021040;oui;;;;;;LÉVOSIMENDAN : 2,5 mg pour 1 ml de solution à diluer pour perfusion
60045288;W270;poudre;"orale;sublinguale";Autorisation active;Enreg homéo (Proc. Nat.);Commercialisée;09/07/2020;;;WELEDA;Non;60045288;3020999;1 pot de 30 g;Présentation active;Déclaration de commercialisation;04/01/2021;3400930209998;non;;;;;;"CUPRUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 6 DH 33% pour 1 ml de solution à diluer pour perfusion ; ANTIMONIUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 6 DH 67% pour 1 ml de solution à diluer pour perfusion"
60046529;PHOLCODINE BIOGARAN 6,55 mg/5 mL, sirop;sirop;orale;Autorisation retirée;Procédure nationale;Non commercialisée;23/04/2020;Alerte;;BIOGARAN;Non;60046529;3020391;1 flacon de 200 mL avec bague d’inviolabilité avec gobelet doseur de 15 mL;Présentation active;Déclaration d'arrêt de commercialisation;08/09/2022;3400930203910;non;30 %;1,83;2,85;1,02;;PHOLCODINE MONOHYDRATÉE : 131 mg pour 100 ml de si
60047143;VECTARION INJECTABLE, lyophilisat et solution pour préparation injectable;lyophilisat et  solution pour préparation injectable;intraveineuse;Autorisation archivée;Procédure nationale;Non commercialisée;25/07/1977;Warning disponibilité;;LES LABORATOIRES SERVIER;Non;60047143;3214279;12 flacon de 5 ml;Présentation active;Déclaration d'arrêt de commercialisation;31/03/2022;3400932142798;non;;;;;;ALMITRINE (MÉSILATE D') : 0,015 g pour un flacon
60047182;CONCERTA LP 54 mg, comprimé à libération prolongée;comprimé à libération prolongée;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;28/03/2003;;;JANSSEN CILAG;Non;60047182;3615564;1 flacon de sécurité enfant de 28 comprimés;Présentation active;Déclaration de commercialisation;04/09/2006;3400936155640;oui;65%;21,21;22,23;1,02;;CHLORHYDRATE DE MÉTHYLPHÉNIDATE : 54 mg pour un comprimé
60047225;DARZALEX 1800 mg, solution injectable;solution injectable;sous-cutanée;Autorisation active;Procédure centralisée;Commercialisée;03/06/2020;;EU/1/16/1101;JANSSEN CILAG INTERNATIONAL NV;Non;60047225;3021220;1 flacon de 15 ml;Présentation active;Déclaration de commercialisation;08/03/2021;3400930212202;oui;;;;;;DARATUMUMAB : 1 800 mg pour un flacon de 15 mL de solution injectable
60047271;XALATAN 50 microgrammes/mL, collyre en solution;collyre en solution;ophtalmique;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;24/07/1997;;;VIATRIS UP;Non;60047271;3438406;1 flacon de 2,5 ml;Présentation active;Déclaration de commercialisation;19/09/1997;3400934384066;oui;65%;5,36;6,38;1,02;;LATANOPROST : 50 microgrammes pour 1 ml
60047271;XALATAN 50 microgrammes/mL, collyre en solution;collyre en solution;ophtalmique;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;24/07/1997;;;VIATRIS UP;Non;60047271;3438412;3 flacon de 2,5 ml;Présentation active;Déclaration de commercialisation;04/06/2009;3400934384127;oui;65%;15,18;17,94;2,76;;LATANOPROST : 50 microgrammes pour 1 ml
60048672;BETAHISTINE TEVA 24 mg, comprimé;comprimé;orale;Autorisation active;Procédure nationale;Commercialisée;14/01/2008;;;TEVA SANTE;Non;60048672;3833829;plaquette de 60 comprimés;Présentation active;Déclaration de commercialisation;26/12/2008;3400938338294;oui;30%;5,83;6,85;1,02;;DICHLORHYDRATE DE BÉTAHISTINE : 24 mg pour un comprimé
60049895;RAMIPRIL ALMUS 10 mg, comprimé sécable;comprimé sécable;orale;Autorisation active;Procédure nationale;Commercialisée;08/02/2006;;;BIOGARAN;Non;60049895;3733565;plaquette de 30 comprimés;Présentation active;Déclaration de commercialisation;28/01/2008;3400937335652;oui;65%;3,33;4,35;1,02;;RAMIPRIL : 10 mg pour un comprimé
60049895;RAMIPRIL ALMUS 10 mg, comprimé sécable;comprimé sécable;orale;Autorisation active;Procédure nationale;Commercialisée;08/02/2006;;;BIOGARAN;Non;60049895;3925833;plaquette de 90 comprimés;Présentation active;Déclaration de commercialisation;16/11/2012;3400939258331;oui;65%;9,51;12,27;2,76;;RAMIPRIL : 10 mg pour un comprimé
60051024;ARUM TRIPHYLLUM COMPOSE BOIRON;granules;"orale;sublinguale";Autorisation active;Enreg homéo (Proc. Nat.);Commercialisée;07/08/2020;;;BOIRON;Non;60051024;3021065;1 tube de 4 g;Présentation active;Déclaration de commercialisation;01/01/2021;3400930210659;non;;;;;;"ARGENTUM NITRICUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 3CH pour un comprimé ; GRINDELIA POUR PRÉPARATIONS HOMÉOPATHIQUES : 3CH pour un comprimé ; ACONITUM NAPELLUS POUR PRÉPARATIONS HOMÉOPATHIQUES : 3CH pour un comprimé ; ARUM TRIPHYLLUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 3CH pour un comprimé ; RUMEX CRISPUS POUR PRÉPARATIONS HOMÉOPATHIQUES : 3CH pour un comprimé ; SPONGIA TOSTA POUR PRÉPARATIONS HOMÉOPATHIQUES : 4CH pour un comprimé ; DROSERA POUR PRÉPARATIONS HOMÉOPATHIQUES : 3CH pour un comprimé"
60051070;AVTOZMA 20 mg/mL, solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse;Autorisation active;Procédure centralisée;Commercialisée;14/02/2025;;EU/1/24/1896;CELLTRION HEALTHCARE HUNGARY (HONGRIE);Oui;60051070;5510608;1 flacon de 4 mL;Présentation active;Déclaration de commercialisation;09/01/2026;3400955106081;non;;;;;;TOCILIZUMAB : 20 mg pour 1 mL de solution à dilue
60051070;AVTOZMA 20 mg/mL, solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse;Autorisation active;Procédure centralisée;Commercialisée;14/02/2025;;EU/1/24/1896;CELLTRION HEALTHCARE HUNGARY (HONGRIE);Oui;60051070;5510610;1 flacon de 10 mL;Présentation active;Déclaration de commercialisation;09/01/2026;3400955106104;non;;;;;;TOCILIZUMAB : 20 mg pour 1 mL de solution à dilue
