CIS;CIS_Denomination;CIS_Forme_pharmaceutique;CIS_Voies_administration;CIS_Statut_AMM;CIS_Type_procedure_AMM;CIS_Etat_commercialisation;CIS_Date_AMM;CIS_StatutBdm;CIS_Numero_AMM_europeenne;CIS_Titulaires;CIS_Surveillance_renforcee;CIP_CIS;CIP_CIP7;CIP_Libelle_presentation;CIP_Statut_presentation;CIP_Etat_commercialisation;CIP_Date_declaration_commercialisation;CIP_CIP13;CIP_Agrement_collectivites;CIP_Taux_remboursement;CIP_Prix_medicament_euro;CIP_Prix_public_France_euro;CIP_Honoraires_dispensation_euro;CIP_Indications_remboursement;compo_dosage_texte
66245331;CHLORHEXIDINE AQUEUSE STERILE GILBERT 0,2 %, solution pour application cutanée en récipient unidose;solution;cutanée;Autorisation active;Procédure nationale;Commercialisée;16/04/2009;;;LABORATOIRES GILBERT;Non;66245331;3472656;48 récipient unidose de 20 ml;Présentation active;Déclaration de commercialisation;07/09/2010;3400934726569;oui;;;;;;SOLUTION DE DIGLUCONATE DE CHLORHEXIDINE : 1,065 g pour 100 mL de solution
66245331;CHLORHEXIDINE AQUEUSE STERILE GILBERT 0,2 %, solution pour application cutanée en récipient unidose;solution;cutanée;Autorisation active;Procédure nationale;Commercialisée;16/04/2009;;;LABORATOIRES GILBERT;Non;66245331;3472662;32 récipient unidose de 50 ml;Présentation active;Déclaration de commercialisation;10/09/2010;3400934726620;oui;;;;;;SOLUTION DE DIGLUCONATE DE CHLORHEXIDINE : 1,065 g pour 100 mL de solution
66245331;CHLORHEXIDINE AQUEUSE STERILE GILBERT 0,2 %, solution pour application cutanée en récipient unidose;solution;cutanée;Autorisation active;Procédure nationale;Commercialisée;16/04/2009;;;LABORATOIRES GILBERT;Non;66245331;3917733;10 récipient unidose de 5 ml;Présentation active;Déclaration de commercialisation;24/08/2009;3400939177335;oui;;;;;;SOLUTION DE DIGLUCONATE DE CHLORHEXIDINE : 1,065 g pour 100 mL de solution
66246173;EVEROLIMUS ARROW 10 mg, comprimé;comprimé;orale;Autorisation active;Procédure décentralisée;Commercialisée;03/07/2018;;;EUGIA PHARMA (MALTA) (MALTE);Non;66246173;3015266;plaquette de 30 comprimés;Présentation active;Déclaration de commercialisation;17/06/2019;3400930152669;oui;100%;1,146,11;1,147,13;1,02;;ÉVÉROLIMUS : 10,0 mg pour un comprimé
66248181;RINOCLENIL 100 microgrammes/dose, suspension pour pulvérisation nasale;suspension pour pulvérisation;nasale;Autorisation active;Procédure nationale;Commercialisée;31/05/2006;;;CHIESI;Non;66248181;3707102;1 flacon de 120 doses avec pompes doseuses avec embouts nasal(aux);Présentation active;Déclaration de commercialisation;03/05/2011;3400937071024;oui;30%;5,37;6,39;1,02;;DIPROPIONATE DE BÉCLOMÉTASONE : 100 microgrammes pour une dose
66248854;VALSARTAN ZYDUS 40 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Autorisation active;Procédure nationale;Commercialisée;14/02/2012;;;ZYDUS FRANCE;Non;66248854;2209477;plaquette de 30 comprimés;Présentation active;Déclaration de commercialisation;28/11/2018;3400922094779;oui;65%;3,64;4,66;1,02;;VALSARTAN : 40 mg pour un comprimé
66248854;VALSARTAN ZYDUS 40 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Autorisation active;Procédure nationale;Commercialisée;14/02/2012;;;ZYDUS FRANCE;Non;66248854;2209483;plaquette de 90 comprimés;Présentation active;Déclaration de commercialisation;28/11/2018;3400922094830;oui;65%;10,53;13,29;2,76;;VALSARTAN : 40 mg pour un comprimé
66250645;EZETIMIBE/ATORVASTATINE SANDOZ 10 mg/80 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure décentralisée;Commercialisée;11/04/2024;;;SANDOZ;Non;66250645;3029358;plaquette de 30 comprimés;Présentation active;Déclaration de commercialisation;18/02/2025;3400930293584;oui;65%;10,43;11,45;1,02;;"ÉZÉTIMIBE : 10 mg pour un comprimé ; ATORVASTATINE CALCIQUE TRIHYDRATÉE"
66250645;EZETIMIBE/ATORVASTATINE SANDOZ 10 mg/80 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure décentralisée;Commercialisée;11/04/2024;;;SANDOZ;Non;66250645;3029359;plaquette de 90 (2 boîtes de 45) comprimés.Conditionnement multiple;Présentation active;Déclaration de commercialisation;18/02/2025;3400930293591;oui;65%;30,75;33,51;2,76;;"ÉZÉTIMIBE : 10 mg pour un comprimé ; ATORVASTATINE CALCIQUE TRIHYDRATÉE"
66252571;PIPERACILLINE TAZOBACTAM VIATRIS 2 g/0,25 g, poudre pour solution pour perfusion;poudre pour solution pour perfusion;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;10/09/2007;;;VIATRIS SANTE;Non;66252571;3812313;1 flacon de 2 g de poudre;Présentation active;Déclaration de commercialisation;12/12/2007;3400938123135;oui;65%;5,15;6,17;1,02;;"PIPÉRACILLINE SODIQUE ; TAZOBACTAM SODIQUE"
66252571;PIPERACILLINE TAZOBACTAM VIATRIS 2 g/0,25 g, poudre pour solution pour perfusion;poudre pour solution pour perfusion;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;10/09/2007;;;VIATRIS SANTE;Non;66252571;3812342;10 flacon de 2 g de poudre;Présentation active;Déclaration de commercialisation;20/01/2017;3400938123425;oui;;;;;;"PIPÉRACILLINE SODIQUE ; TAZOBACTAM SODIQUE"
66252856;GLIMEPIRIDE TEVA SANTE 2 mg, comprimé;comprimé;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;13/07/2007;;;TEVA SANTE;Non;66252856;3801692;plaquette de 30 comprimés;Présentation active;Déclaration de commercialisation;07/10/2011;3400938016925;oui;65%;3,94;4,96;1,02;;GLIMÉPIRIDE : 2,0 mg pour un comprimé
66252856;GLIMEPIRIDE TEVA SANTE 2 mg, comprimé;comprimé;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;13/07/2007;;;TEVA SANTE;Non;66252856;3801723;plaquette de 90 comprimés;Présentation active;Déclaration de commercialisation;25/04/2011;3400938017236;oui;65%;10,90;13,66;2,76;;GLIMÉPIRIDE : 2,0 mg pour un comprimé
66253794;METOJECT 15 mg/0,3 ml, solution injectable en seringue préremplie;solution injectable;"intramusculaire;intraveineuse;sous-cutanée";Autorisation active;Procédure nationale;Commercialisée;21/12/2012;;;MEDAC GESELLSCHAFT FUR KLINISCHE SPEZIALPRAPARATE (ALLEMAGNE);Non;66253794;2677497;1 seringue préremplie de 0,3 ml avec aiguilles;Présentation active;Déclaration de commercialisation;03/07/2013;3400926774974;oui;65%;16,54;17,56;1,02;;MÉTHOTREXATE DISODIQUE
66254622;W724;granules et  solution en gouttes en gouttes buvable en gouttes;"orale;sublinguale";Autorisation active;Enreg homéo (Proc. Nat.);Commercialisée;10/03/2021;;;WELEDA;Non;66254622;3022488;1 tube de 4 g;Présentation active;Déclaration de commercialisation;07/10/2021;3400930224885;non;;;;;;"CUPRUM ACETICUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 4DH pour une seringue préremplie de 0,3 ml ; ZINCUM VALERIANICUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 4DH pour une seringue préremplie de 0,3 ml ; CUPRUM ACETICUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 4DH pour une seringue préremplie de 0,3 ml ; ZINCUM VALERIANICUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 4DH pour une seringue préremplie de 0,3 ml"
66254857;TEMODAL 250 mg, gélule;gélule;orale;Autorisation active;Procédure centralisée;Non commercialisée;26/01/1999;Warning disponibilité;EU/1/98/096;MERCK SHARP & DOHME (PAYS-BAS);Non;66254857;5747531;5 sachet de 1 gélule;Présentation active;Déclaration d'arrêt de commercialisation;26/06/2023;3400957475314;non;;;;;;TÉMOZOLOMIDE : 250 mg pour une gélule
66255336;CETIRIZINE ARROW 10 mg/mL, solution buvable en gouttes;solution buvable en gouttes;orale;Autorisation active;Procédure nationale;Commercialisée;01/03/2007;;;ARROW GENERIQUES;Non;66255336;3790149;1 flacon de 15 ml avec compte-gouttes polyéthylène avec fermeture de sécurité enfant;Présentation active;Déclaration de commercialisation;04/02/2008;3400937901499;oui;30%;2,41;3,43;1,02;;DICHLORHYDRATE DE CÉTIRIZINE : 10 mg pour 1 ml de solution buvable
66255471;CIPROFLOXACINE PANPHARMA 400 mg/200 mL, solution pour perfusion;solution pour perfusion;intraveineuse;Autorisation active;Procédure nationale;Commercialisée;15/12/2006;;;PANPHARMA;Non;66255471;5727089;10 poche de 200 ml;Présentation active;Déclaration de commercialisation;15/10/2010;3400957270896;oui;;;;;;CIPROFLOXACINE : 400 mg pour 200 ml de solution
66256064;EMEND 80 mg, gélule;gélule;orale;Autorisation active;Procédure centralisée;Commercialisée;11/11/2003;;EU/1/03/262;MERCK SHARP & DOHME (PAYS-BAS);Non;66256064;3635070;plaquette de 2 gélules;Présentation active;Déclaration de commercialisation;01/09/2004;3400936350700;oui;65%;26,44;27,46;1,02;;APRÉPITANT : 80 mg pour une gélule
66256064;EMEND 80 mg, gélule;gélule;orale;Autorisation active;Procédure centralisée;Commercialisée;11/11/2003;;EU/1/03/262;MERCK SHARP & DOHME (PAYS-BAS);Non;66256064;5649308;5 plaquette de 1 gélule;Présentation active;Déclaration de commercialisation;01/09/2004;3400956493081;oui;;;;;;APRÉPITANT : 80 mg pour une gélule
66256370;OFLOXACINE BIOGARAN 1,5 mg/0,5 ml, solution pour instillation auriculaire en récipient unidose;solution;auriculaire;Autorisation active;Procédure nationale;Commercialisée;21/10/2010;;;BIOGARAN;Non;66256370;4964255;20 récipient unidose de 0,5 ml;Présentation active;Déclaration de commercialisation;01/02/2012;3400949642557;oui;30%;3,53;4,55;1,02;;OFLOXACINE : 1,5 mg pour un récipient unidose
66257038;CLIMASTON 1 mg/5 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;06/03/2001;;;THERAMEX IRELAND (IRLANDE);Non;66257038;3566038;plaquette de 28 comprimés;Présentation active;Déclaration de commercialisation;12/10/2001;3400935660381;oui;65%;5,94;6,96;1,02;;"DYDROGESTÉRONE : 5,00 mg pour un comprimé ; ESTRADIOL HÉMIHYDRATÉ"
66257579;SEROPLEX 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Autorisation abrogée;Autorisation d'importation parallèle;Non commercialisée;02/10/2017;Warning disponibilité;;PHARMA LAB;Non;66257579;4900233;plaquette de 28 comprimés;Présentation active;Arrêt de commercialisation (le médicament n'a plus d'autorisation);16/07/2021;3400949002337;non;;;;;;OXALATE D'ESCITALOPRAM
66258186;GLIMEPIRIDE SANDOZ 1 mg, comprimé sécable;comprimé sécable;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;06/04/2006;;;SANDOZ;Non;66258186;3748064;plaquette de 30 comprimés;Présentation active;Déclaration de commercialisation;19/06/2006;3400937480642;oui;65%;2,55;3,57;1,02;;GLIMÉPIRIDE : 1 mg pour un comprimé
66258186;GLIMEPIRIDE SANDOZ 1 mg, comprimé sécable;comprimé sécable;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;06/04/2006;;;SANDOZ;Non;66258186;3749299;plaquette de 90 comprimés;Présentation active;Déclaration de commercialisation;02/07/2012;3400937492997;oui;65%;6,67;9,43;2,76;;GLIMÉPIRIDE : 1 mg pour un comprimé
66259498;TOVIAZ 8 mg, comprimé à libération prolongée;comprimé à libération prolongée;orale;Autorisation active;Procédure centralisée;Commercialisée;20/04/2007;;EU/1/07/386;PFIZER EUROPE MA EEIG (BELGIQUE);Non;66259498;2670489;plaquette de 30 comprimés;Présentation active;Déclaration de commercialisation;14/03/2014;3400926704896;oui;30%;6,70;7,72;1,02;;FUMARATE DE FÉSOTÉRODINE : 8 mg pour un comprimé
66260155;ELTROMBOPAG VIATRIS 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure centralisée;Commercialisée;12/12/2024;;EU/1/24/1869;VIATRIS (IRLANDE);Non;66260155;3030688;plaquette de 28 comprimés;Présentation active;Déclaration de commercialisation;16/09/2025;3400930306888;oui;65%;812,08;813,10;1,02;;ELTROMBOPAG OLAMINE
66260155;ELTROMBOPAG VIATRIS 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure centralisée;Commercialisée;12/12/2024;;EU/1/24/1869;VIATRIS (IRLANDE);Non;66260155;3031480;28 plaquette de 1 comprimé;Présentation active;Déclaration de commercialisation;12/01/2026;3400930314807;non;65 %;812,08;813,10;1,02;;ELTROMBOPAG OLAMINE
66261549;BEPANTHENE 250 mg/ml, solution injectable I.M.;solution injectable;intramusculaire;Autorisation active;Procédure nationale;Commercialisée;12/12/1997;;;BAYER HEALTHCARE;Non;66261549;3010708;6 ampoule de 2 ml;Présentation active;Déclaration de commercialisation;19/01/1948;3400930107089;non;;;;;;DEXPANTHÉNOL : 250,0 mg pour 1 ml de solution injectable
66263258;INCRELEX 10 mg/ml, solution injectable;solution injectable;sous-cutanée;Autorisation active;Procédure centralisée;Commercialisée;03/08/2007;;EU/1/07/402;ESTEVE PHARMACEUTICALS (ESPAGNE);Oui;66263258;3814677;1 flacon de 4 ml;Présentation active;Déclaration de commercialisation;15/04/2008;3400938146776;oui;100 %;600,30;601,32;1,02;;MÉCASERMINE RECOMBINANTE : 10 mg pour 1 ml
66263322;GABAPENTINE EG LABO 100 mg, gélule;gélule;orale;Autorisation active;Procédure nationale;Commercialisée;07/05/2007;;;EG LABO - LABORATOIRES EUROGENERICS;Non;66263322;3800215;plaquette de 90 gélules;Présentation active;Déclaration de commercialisation;19/01/2011;3400938002157;oui;65%;7,57;8,59;1,02;;GABAPENTINE : 100,0000 mg pour une gélule
66263436;IOFLUPANE (123I) ROTOP 74 MBq/ml solution injectable;solution injectable;intraveineuse;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;07/01/2021;;;ROTOP RADIOPHARMACY (ALLEMAGNE);Non;66263436;5507924;1 flacon de 2,5 ml;Présentation active;Déclaration de commercialisation;05/08/2021;3400955079248;oui;;;;;;IOFLUPANE (123I) : 74 MBq à la date et heure de calibration pour 1 mL
66265330;ADIAZINE 500 mg, comprimé;comprimé;orale;Autorisation active;Procédure nationale;Commercialisée;12/03/1998;;;BOUCHARA-RECORDATI;Non;66265330;3001230;plaquette de 20 comprimés;Présentation active;Déclaration de commercialisation;19/04/1945;3400930012307;oui;65%;2,58;3,60;1,02;;SULFADIAZINE : 500 mg pour un comprimé
66266101;OMEPRAZOLE ARROW 20 mg, gélule gastro-résistante;gélule gastro-résistant(e);orale;Autorisation active;Procédure décentralisée;Commercialisée;13/02/2024;;;ARROW GENERIQUES;Non;66266101;3029034;plaquette de 7 gélules;Présentation active;Déclaration de commercialisation;27/01/2025;3400930290347;oui;65%;0,95;1,97;1,02;;OMÉPRAZOLE : 20 mg pour une gélule
66266101;OMEPRAZOLE ARROW 20 mg, gélule gastro-résistante;gélule gastro-résistant(e);orale;Autorisation active;Procédure décentralisée;Commercialisée;13/02/2024;;;ARROW GENERIQUES;Non;66266101;3029035;plaquette de 14 gélules;Présentation active;Déclaration de commercialisation;17/01/2025;3400930290354;oui;65%;1,59;2,61;1,02;;OMÉPRAZOLE : 20 mg pour une gélule
66266101;OMEPRAZOLE ARROW 20 mg, gélule gastro-résistante;gélule gastro-résistant(e);orale;Autorisation active;Procédure décentralisée;Commercialisée;13/02/2024;;;ARROW GENERIQUES;Non;66266101;3029036;plaquette de 28 gélules;Présentation active;Déclaration de commercialisation;06/11/2024;3400930290361;oui;65%;2,85;3,87;1,02;;OMÉPRAZOLE : 20 mg pour une gélule
66266368;RIZMOIC 200 microgrammes, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure centralisée;Commercialisée;18/02/2019;;EU/1/18/1291;SHIONOGI (PAYS BAS);Non;66266368;3027840;plaquette de 30 comprimés;Présentation active;Déclaration de commercialisation;15/02/2024;3400930278406;oui;15 %;50,26;51,28;1,02;;TOSYLATE DE NALDÉMÉDINE
66266560;ADAFLEX 5 mg, comprimé;comprimé;orale;Autorisation active;Procédure décentralisée;Commercialisée;07/12/2023;;;AGB-PHARMA (SUEDE);Non;66266560;3028435;1 flacon de sécurité enfant de 30 comprimés;Présentation active;Déclaration de commercialisation;27/05/2025;3400930284353;non;;;;;;MÉLATONINE : 5 mg pour un comprimé
66266717;PARACETAMOL CRISTERS 1000 mg, comprimé effervescent sécable;comprimé effervescent(e) sécable;orale;Autorisation active;Procédure nationale;Commercialisée;18/04/2016;;;CRISTERS;Non;66266717;3002166;tube de 8 comprimés;Présentation active;Déclaration de commercialisation;30/10/2019;3400930021668;oui;65%;1,16;2,18;1,02;;PARACÉTAMOL : 1 g pour un comprimé
66268312;OXYNORM 50 mg/ml, solution injectable;solution injectable;"intraveineuse;sous-cutanée";Autorisation active;Procédure nationale;Commercialisée;19/08/2008;;;MUNDIPHARMA;Non;66268312;3876253;5 ampoule de 1 ml;Présentation active;Déclaration de commercialisation;23/02/2009;3400938762532;oui;;;;;;CHLORHYDRATE D'OXYCODONE : 50 mg pour 1 ml de solution injectable
66268344;MIANSERINE EG 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;06/07/2001;;;EG LABO - LABORATOIRES EUROGENERICS;Non;66268344;3573788;plaquette de 30 comprimés;Présentation active;Déclaration de commercialisation;04/01/2002;3400935737885;oui;65%;2,15;3,17;1,02;;CHLORHYDRATE DE MIANSÉRINE : 10 mg pour un comprimé
66269026;ADRIGYL 10 000 UI/ml, solution buvable en gouttes;solution buvable en gouttes;orale;Autorisation active;Procédure nationale;Commercialisée;24/07/1997;;;CRINEX;Non;66269026;3442307;flacon de 10 ml avec compte-gouttes polyéthylène basse densité (PEBD) avec fermeture de sécurité enfant;Présentation active;Déclaration de commercialisation;05/05/2011;3400934423079;oui;65%;1,65;2,67;1,02;;CHOLÉCALCIFÉROL : 1 000 000 UI pour 100 mL
66270765;UN ALFA 0,25 microgramme, capsule orale;capsule;orale;Autorisation active;Autorisation d'importation parallèle;Commercialisée;15/07/2019;;;DIFARMED (ESPAGNE);Non;66270765;4900333;plaquette de 30 capsules;Présentation active;Déclaration de commercialisation;29/04/2020;3400949003334;oui;65 %;4,75;5,77;1,02;;ALFACALCIDOL : 0,25 microgrammes pour une capsule
66271123;ZELBORAF 240 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure centralisée;Commercialisée;17/02/2012;;EU/1/12/751;ROCHE REGISTRATION (ALLEMAGNE);Non;66271123;2208756;56 plaquette de 1 comprimé;Présentation active;Déclaration de commercialisation;02/04/2012;3400922087566;oui;100%;1,290,44;1,291,46;1,02;;VÉMURAFÉNIB : 240 mg pour un comprimé
66271479;ANTARENE 5 %, gel;gel;cutanée;Autorisation active;Procédure nationale;Commercialisée;27/11/2000;;;ELERTE;Non;66271479;3556270;1 tube de 50 g;Présentation active;Déclaration de commercialisation;02/05/2001;3400935562708;oui;30%;1,86;2,88;1,02;;IBUPROFÈNE : 5 g pour 100 g
66271479;ANTARENE 5 %, gel;gel;cutanée;Autorisation active;Procédure nationale;Commercialisée;27/11/2000;;;ELERTE;Non;66271479;3643804;1 tube de 100 g;Présentation active;Déclaration de commercialisation;18/10/2004;3400936438040;oui;30%;3,12;4,14;1,02;;IBUPROFÈNE : 5 g pour 100 g
66272549;DABIGATRAN ETEXILATE ZENTIVA K.S. 110 mg, gélule;gélule;orale;Autorisation active;Procédure décentralisée;Commercialisée;01/02/2024;;;ZENTIVA FRANCE;Non;66272549;3028936;30 plaquette de 1 gélule;Présentation active;Déclaration de commercialisation;21/10/2025;3400930289365;oui;65 %;6,15;7,17;1,02;;MÉSILATE DE DABIGATRAN ÉTEXILATE : 126,83 mg pour une gélule
66272549;DABIGATRAN ETEXILATE ZENTIVA K.S. 110 mg, gélule;gélule;orale;Autorisation active;Procédure décentralisée;Commercialisée;01/02/2024;;;ZENTIVA FRANCE;Non;66272549;3028937;60 plaquette de 1 gélule;Présentation active;Déclaration de commercialisation;21/10/2025;3400930289372;oui;65 %;12,24;13,26;1,02;;MÉSILATE DE DABIGATRAN ÉTEXILATE : 126,83 mg pour une gélule
66273170;NISIS 160 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation abrogée;Procédure nationale;Non commercialisée;31/05/2001;Warning disponibilité;;NOVARTIS PHARMA;Non;66273170;3790706;plaquette de 30 comprimés;Présentation active;Déclaration d'arrêt de commercialisation;06/09/2021;3400937907064;non;;;;;;VALSARTAN : 160 mg pour un comprimé
66273170;NISIS 160 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation abrogée;Procédure nationale;Non commercialisée;31/05/2001;Warning disponibilité;;NOVARTIS PHARMA;Non;66273170;3790735;plaquette de 90 comprimés;Présentation active;Déclaration d'arrêt de commercialisation;06/09/2021;3400937907354;non;;;;;;VALSARTAN : 160 mg pour un comprimé
66274639;LOMUSTINE MEDAC 40 mg, gélule;gélule;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;08/12/2022;;;MEDAC GESELLSCHAFT FUR KLINISCHE SPEZIALPRAPARATE (ALLEMAGNE);Non;66274639;3027119;1 flacon de sécurité de 5 gélules;Présentation active;Déclaration de commercialisation;20/09/2023;3400930271193;oui;;;;;;LOMUSTINE : 40 mg pour une gélule
66275029;PAROXETINE ALTER 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Autorisation abrogée;Procédure nationale;Non commercialisée;16/03/2006;Warning disponibilité;;LABORATOIRES ALTER;Non;66275029;3742742;plaquette de 14 comprimés;Présentation active;Déclaration d'arrêt de commercialisation;16/09/2024;3400937427425;non;65%;2,20;3,22;1,02;;CHLORHYDRATE DE PAROXÉTINE ANHYDRE
66276750;IMIJECT 6 mg/0,5 ml, solution injectable pour voie sous-cutanée en seringue pré-remplie;solution injectable;sous-cutanée;Autorisation active;Procédure nationale;Commercialisée;22/08/1994;;;GLAXOSMITHKLINE;Non;66276750;3378259;2 seringue préremplie de 0,5 ml;Présentation active;Déclaration de commercialisation;19/02/1995;3400933782597;oui;65%;32,73;33,75;1,02;;SUMATRIPTAN (SUCCINATE DE) : 8,4 mg pour une seringue pré-remplie
66276750;IMIJECT 6 mg/0,5 ml, solution injectable pour voie sous-cutanée en seringue pré-remplie;solution injectable;sous-cutanée;Autorisation active;Procédure nationale;Commercialisée;22/08/1994;;;GLAXOSMITHKLINE;Non;66276750;3378288;2 seringue préremplie de 0,5 ml avec injecteur automatique;Présentation active;Déclaration de commercialisation;19/02/1995;3400933782887;oui;65%;32,73;33,75;1,02;;SUMATRIPTAN (SUCCINATE DE) : 8,4 mg pour une seringue pré-remplie
66277756;W410;granules et  solution en gouttes en gouttes buvable en gouttes;"orale;sublinguale";Autorisation active;Enreg homéo (Proc. Nat.);Commercialisée;11/01/2022;;;WELEDA;Non;66277756;3024546;1 flacon de 60 ml;Présentation active;Déclaration de commercialisation;01/07/2022;3400930245460;non;;;;;;"ARNICA MONTANA POUR PRÉPARATIONS HOMÉOPATHIQUES : 20 DH pour une seringue pré-remplie ; EQUISETUM ARVENSE, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES : 20 DH pour une seringue pré-remplie ; ARNICA MONTANA POUR PRÉPARATIONS HOMÉOPATHIQUES : 20 DH pour une seringue pré-remplie ; EQUISETUM ARVENSE, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES : 20 DH pour une seringue pré-remplie"
66278897;DYNASTAT 40 mg, poudre pour solution injectable;poudre pour solution injectable;"intramusculaire;intraveineuse";Autorisation active;Procédure centralisée;Commercialisée;22/03/2002;;EU/1/02/209;PFIZER EUROPE MA EEIG (BELGIQUE);Non;66278897;3592165;10 flacon(s) en verre;Présentation active;Déclaration de commercialisation;10/03/2003;3400935921659;oui;;;;;;PARÉCOXIB SODIQUE : 42,36 mg pour un flacon
66279248;CARDENSIEL 3,75 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;04/01/2000;;;MERCK SANTE;Non;66279248;3529729;plaquette de 30 comprimés;Présentation active;Déclaration de commercialisation;27/11/2000;3400935297297;oui;65%;5,02;6,04;1,02;;FUMARATE DE BISOPROLOL : 3,75 mg pour un comprimé
66279287;ATORVASTATINE TEVA SANTE 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure décentralisée;Non commercialisée;22/11/2010;Warning disponibilité;;TEVA SANTE;Non;66279287;4944092;plaquette de 28 comprimés;Présentation active;Déclaration d'arrêt de commercialisation;31/10/2025;3400949440924;oui;65%;2,99;4,01;1,02;;ATORVASTATINE CALCIQUE
66279287;ATORVASTATINE TEVA SANTE 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure décentralisée;Non commercialisée;22/11/2010;Warning disponibilité;;TEVA SANTE;Non;66279287;4944169;plaquette de 90 comprimés;Présentation active;Déclaration d'arrêt de commercialisation;29/09/2025;3400949441693;oui;65%;9,04;11,80;2,76;;ATORVASTATINE CALCIQUE
66279344;DICLOFENAC DELBERT 75 mg/3 mL, solution injectable;solution injectable;intramusculaire;Autorisation active;Procédure nationale;Non commercialisée;13/01/2021;Warning disponibilité;;LABORATOIRES DELBERT;Non;66279344;3021984;2 ampoule de 3 ml;Présentation active;Déclaration d'arrêt de commercialisation;30/09/2025;3400930219843;non;;;;;;DICLOFÉNAC SODIQUE : 75,00 mg pour une ampoule de 3 mL
66280072;TCAPS 125 microgrammes, capsule molle;capsule molle;orale;Autorisation active;Procédure nationale;Commercialisée;13/02/2018;;;IBSA PHARMA SAS;Non;66280072;3013763;plaquette de 30 capsules;Présentation active;Déclaration de commercialisation;10/04/2018;3400930137635;non;;;;;;LÉVOTHYROXINE SODIQUE
66280930;PARACETAMOL ARROW 1 g, comprimé effervescent sécable;comprimé effervescent(e) sécable;orale;Autorisation abrogée;Procédure nationale;Non commercialisée;24/11/2003;Warning disponibilité;;ARROW GENERIQUES;Non;66280930;3633668;tube de 8 comprimés;Présentation active;Déclaration d'arrêt de commercialisation;28/02/2022;3400936336681;non;65%;1,16;2,18;1,02;;PARACÉTAMOL : 1000 mg pour un comprimé
66281345;TAMSULOSINE ZENTIVA LAB LP 0,4 mg, gélule à libération prolongée;gélule à libération prolongée;orale;Autorisation active;Procédure de reconnaissance mutuelle;Commercialisée;16/11/2017;;;ZENTIVA FRANCE;Non;66281345;3011196;plaquette de 30 gélules;Présentation active;Déclaration de commercialisation;21/03/2019;3400930111963;oui;30%;4,52;5,54;1,02;;CHLORHYDRATE DE TAMSULOSINE : 0,4 mg pour une gélule
66281427;SPIFEN 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation active;Procédure nationale;Commercialisée;12/11/2003;;;ZAMBON FRANCE;Non;66281427;3625137;plaquette de 20 comprimés;Présentation active;Déclaration de commercialisation;01/09/2004;3400936251373;oui;65%;1,92;2,94;1,02;;IBUPROFÈNE : 400 mg pour un comprimé
66282739;SEVORANE, liquide pour inhalation par vapeur;liquide pour inhalation par vapeur;inhalée;Autorisation active;Procédure nationale;Commercialisée;10/07/1995;;;ABBVIE;Non;66282739;5631627;1 flacon de 250 ml muni d'un système de fermeture fixe Quik-Fil;Présentation active;Déclaration de commercialisation;05/11/2002;3400956316274;oui;;;;;;SEVORANE : 100 mL pour 100 mL de liquide pour inhalation par vape
