Libellé;CIP13
GLIVEC 400 mg, comprimé pelliculé, IMATINIB (MÉSILATE D') : 478 mg pour un comprimé, comprimé pelliculé, plaquette de 30 comprimés (Distributeur Parallèle : Abacus Medicine A/S);3400949501595
"COLOPEG, poudre pour solution buvable, CHLORURE DE POTASSIUM : 0,746 g pour un sachet de 68,569 g ; BICARBONATE DE SODIUM : 1,680 g pour un sachet de 68,569 g ; CHLORURE DE SODIUM : 1,461 g pour un sachet de 68,569 g ; SULFATE DE SODIUM ANHYDRE : 5,682 g pour un sachet de 68,569 g ; MACROGOL 3350 : 59 g pour un sachet de 68,569 g, poudre pour solution buvable, 4 sachet de 68,6 g";3400933905910
"COLOPEG, poudre pour solution buvable, CHLORURE DE POTASSIUM : 0,746 g pour un sachet de 68,569 g ; BICARBONATE DE SODIUM : 1,680 g pour un sachet de 68,569 g ; CHLORURE DE SODIUM : 1,461 g pour un sachet de 68,569 g ; SULFATE DE SODIUM ANHYDRE : 5,682 g pour un sachet de 68,569 g ; MACROGOL 3350 : 59 g pour un sachet de 68,569 g, poudre pour solution buvable, 100 sachet de 68,6 g";3400957684099
OLANZAPINE CRISTERS 7,5 mg, comprimé enrobé, OLANZAPINE : 7,5 mg pour un comprimé, comprimé enrobé, plaquette de 28 comprimés;3400922144320
SOLIFENACINE BGR 10 mg, comprimé pelliculé, SUCCINATE DE SOLIFÉNACINE : 10,0 mg pour un comprimé, comprimé pelliculé, plaquette de 30 comprimés;3400930140321
UVEDOSE 100 000 UI, solution buvable en ampoule, CHOLÉCALCIFÉROL : 100 000 UI pour une ampoule de 2 mL, solution buvable, 1 ampoule de 2 ml;3400933222185
PRAMIPEXOLE EG 0,7 mg, comprimé, DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ : 1 mg pour un comprimé, comprimé, plaquette de 30 comprimés;3400939343587
PRAMIPEXOLE EG 0,7 mg, comprimé, DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ : 1 mg pour un comprimé, comprimé, plaquette de 100 comprimés;3400939343709
AMISULPRIDE VIATRIS 100 mg, comprimé sécable, AMISULPRIDE : 100 mg pour un comprimé, comprimé sécable, plaquette de 30 comprimés;3400927976469
ENTECAVIR ZENTIVA K.S. 1 mg, comprimé pelliculé, ENTÉCAVIR MONOHYDRATÉ, comprimé pelliculé, plaquette de 30 comprimés;3400930132838
"IRBESARTAN/HYDROCHLOROTHIAZIDE ZYDUS 300 mg/25 mg, comprimé pelliculé, HYDROCHLOROTHIAZIDE : 25 mg pour un comprimé ; IRBÉSARTAN : 300 mg pour un comprimé, comprimé pelliculé, plaquette de 30 comprimés";3400922487441
"IRBESARTAN/HYDROCHLOROTHIAZIDE ZYDUS 300 mg/25 mg, comprimé pelliculé, HYDROCHLOROTHIAZIDE : 25 mg pour un comprimé ; IRBÉSARTAN : 300 mg pour un comprimé, comprimé pelliculé, plaquette de 90 comprimés";3400922487670
MOMETASONE ZENTIVA 50 microgrammes/dose, suspension pour pulvérisation nasale, FUROATE DE MOMÉTASONE MONOHYDRATÉ, suspension pour pulvérisation, 1 flacon de 16 g (120 doses), avec pompe doseuse et applicateur nasal;3400930151297
INTERCYTON 200 mg, gélule, FLAVODATE-DISODIQUE : 200 mg pour une gélule, gélule, plaquette de 30 gélules;3400933426989
AMOROLFINE EG LABO CONSEIL 5 %, vernis à ongles médicamenteux, CHLORHYDRATE D'AMOROLFINE : 6,4 g pour 100 ml, vernis à ongles médicamenteux(se), 1 flacon de 2,5 ml avec nécessaires (30 limes, 60 lingettes nettoyantes, 30 spatules);3400941665882
DOLIPRANELIQUIZ 500 mg, suspension buvable en sachet édulcorée au sorbitol, au sucralose et à la néohespéridine DC, PARACÉTAMOL : 500,00 mg pour un sachet, suspension buvable, 12 sachet de 6 ml;3400930229590
AERRANE, liquide pour inhalation par vapeur, ISOFLURANE : qs pour un flacon, liquide pour inhalation par vapeur, 6 flacon de 100 ml;3400955742951
AERRANE, liquide pour inhalation par vapeur, ISOFLURANE : qs pour un flacon, liquide pour inhalation par vapeur, 6 flacon de 250 ml;3400955965756
OLANZAPINE ZENTIVA 7,5 mg, comprimé pelliculé, OLANZAPINE : 7,5 mg pour un comprimé, comprimé pelliculé, plaquette de 28 comprimés;3400949430697
MOXONIDINE VIATRIS 0,4 mg, comprimé pelliculé, MOXONIDINE : 0,4 mg pour un comprimé, comprimé pelliculé, plaquette de 30 comprimés;3400937353861
MOXONIDINE VIATRIS 0,4 mg, comprimé pelliculé, MOXONIDINE : 0,4 mg pour un comprimé, comprimé pelliculé, plaquette de 90 comprimés;3400937354172
PROCORALAN 7,5 mg, comprimé pelliculé, IVABRADINE (CHLORHYDRATE D') : 8,085 mg pour un comprimé, comprimé pelliculé, plaquette de 56 comprimés;3400937167918
PROCORALAN 7,5 mg, comprimé pelliculé, IVABRADINE (CHLORHYDRATE D') : 8,085 mg pour un comprimé, comprimé pelliculé, plaquette de 100 comprimés;3400956720989
"JUNALIZA 20 mg/10 mg, gélule, ÉZÉTIMIBE : 10 mg pour une gélule ; ATORVASTATINE CALCIQUE TRIHYDRATÉE, gélule, plaquette de 30 gélules";3400930266632
"JUNALIZA 20 mg/10 mg, gélule, ÉZÉTIMIBE : 10 mg pour une gélule ; ATORVASTATINE CALCIQUE TRIHYDRATÉE, gélule, plaquette de 90 gélules";3400930266649
ACIDE CARGLUMIQUE WAYMADE 200 mg, comprimé dispersible, ACIDE CARGLUMIQUE : 200 mg pour un comprimé, comprimé dispersible, 1 pilulier(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 60 comprimé(s);3400955052227
ACIDE CARGLUMIQUE WAYMADE 200 mg, comprimé dispersible, ACIDE CARGLUMIQUE : 200 mg pour un comprimé, comprimé dispersible, plaquette de 60 comprimés;3400955090434
VOLTARENPLAST 1 %, emplâtre médicamenteux, DICLOFÉNAC SODIQUE : 140 mg pour un emplâtre, emplâtre médicamenteux(se), sachet de 5 emplâtres;3400939422343
VOLTARENPLAST 1 %, emplâtre médicamenteux, DICLOFÉNAC SODIQUE : 140 mg pour un emplâtre, emplâtre médicamenteux(se), sachet de 10 emplâtres;3400939422404
"JULUCA 50 mg/25 mg, comprimé pelliculé, DOLUTÉGRAVIR SODIQUE ; CHLORHYDRATE DE RILPIVIRINE, comprimé pelliculé, 1 flacon de sécurité enfant de 30 comprimés";3400930144824
FLUCONAZOLE EG 100 mg, gélule, FLUCONAZOLE : 100 mg pour une gélule, gélule, plaquette de 7 gélules;3400937783842
RAMIPRIL SANDOZ 2,5 mg, comprimé sécable, RAMIPRIL : 2,5 mg pour un comprimé, comprimé sécable, plaquette de 30 comprimés;3400936832879
RAMIPRIL SANDOZ 2,5 mg, comprimé sécable, RAMIPRIL : 2,5 mg pour un comprimé, comprimé sécable, plaquette de 90 comprimés;3400937310758
VENLAFAXINE ALTER LP 37,5 mg, gélule à libération prolongée, CHLORHYDRATE DE VENLAFAXINE, gélule à libération prolongée, plaquette de 30 gélules;3400938811940
"ENALAPRIL/HYDROCHLOROTHIAZIDE SANDOZ 20 mg/12,5 mg, comprimé sécable, HYDROCHLOROTHIAZIDE : 12,5 mg pour un comprimé ; MALÉATE D'ÉNALAPRIL : 20 mg pour un comprimé, comprimé sécable, plaquette de 30 comprimés";3400938643275
"ENALAPRIL/HYDROCHLOROTHIAZIDE SANDOZ 20 mg/12,5 mg, comprimé sécable, HYDROCHLOROTHIAZIDE : 12,5 mg pour un comprimé ; MALÉATE D'ÉNALAPRIL : 20 mg pour un comprimé, comprimé sécable, plaquette de 90 comprimés";3400938643855
VITAMINE C UPSA EFFERVESCENTE 1000 mg, comprimé effervescent, ACIDE ASCORBIQUE : 1000 mg pour un comprimé, comprimé effervescent(e), 2 tube de 10 comprimés;3400932429103
AZACITIDINE TILLOMED 25 mg/mL, poudre pour suspension injectable, AZACITIDINE : 25 mg pour 1 mL de suspension reconstituée, poudre pour suspension injectable, 1 flacon en verre;3400930214893
CANDESARTAN TEVA 32 mg, comprimé sécable, CANDÉSARTAN CILEXÉTIL : 32 mg pour un comprimé, comprimé sécable, plaquette de polyvinyle de 30 comprimés;3400926630584
"IMOVAX POLIO, suspension injectable en seringue préremplie. Vaccin poliomyélitique (inactivé), VIRUS POLIOMYÉLITIQUE SOUCHE MEF-1 DE TYPE 2 INACTIVÉ : 8 Unité antigène D pour une dose de 0,5 ml ; VIRUS POLIOMYÉLITIQUE SOUCHE SAUKETT DE TYPE 3 INACTIVÉ : 32 Unité antigène D pour une dose de 0,5 ml ; VIRUS POLIOMYELITIQUE SOUCHE MAHONEY DE TYPE 1 INACTIVÉ : 40 Unité antigène D pour une dose de 0,5 ml, suspension injectable, 1 seringue de 0,5 ml";3400932575503
LINEZOLIDE STRAGEN 600 mg, comprimé pelliculé, LINÉZOLIDE : 600 mg pour un comprimé, comprimé pelliculé, 1 plaquette de 10 comprimés;3400955002710
TEDRALAN 200 mg, gélule à libération prolongée, THÉOPHYLLINE : 200,00 mg pour une gélule, gélule à libération prolongée, plaquette de 30 gélules;3400931035398
INTELENCE 100 mg, comprimé, ÉTRAVIRINE : 100 mg pour un comprimé, comprimé, 1 flacon de sécurité enfant de 120 comprimés;3400938742602
"MULTIBIC 2 mmol/l POTASSIUM, solution pour hémodialyse/hémofiltration, BICARBONATE DE SODIUM : 3,104 g pour 1000 ml ; CHLORURE DE SODIUM : 6,453 g pour 1000 ml ; CHLORURE DE POTASSIUM : 2,982 g pour 1000 ml ; CALCIUM (CHLORURE DE) DIHYDRATÉ : 4,410 g pour 1000 ml ; CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ : 2,033 g pour 1000 ml ; GLUCOSE MONOHYDRATÉ : 22 g pour 1000 ml, solution et  solution pour hémodialyse pour hémofiltration, 2 poche de 250 ml - grand compartiment polytéréphtalate polyamide polyoléfine de 4750 ml équipées d’un connecteur HF, d’un connecteur luer-lock et d’un port d’injection";3400934694479
BUPRENORPHINE SANDOZ 2 mg, comprimé sublingual, CHLORHYDRATE DE BUPRÉNORPHINE, comprimé, plaquette de 7 comprimés;3400938871562
"CAPTOPRIL/HYDROCHLOROTHIAZIDE VIATRIS 50 mg/25 mg, comprimé sécable, HYDROCHLOROTHIAZIDE : 25 mg pour un comprimé ; CAPTOPRIL : 50 mg pour un comprimé, comprimé sécable, plaquette de 28 comprimés";3400936646865
"CAPTOPRIL/HYDROCHLOROTHIAZIDE VIATRIS 50 mg/25 mg, comprimé sécable, HYDROCHLOROTHIAZIDE : 25 mg pour un comprimé ; CAPTOPRIL : 50 mg pour un comprimé, comprimé sécable, plaquette de 84 comprimés";3400937243599
FLUOXETINE BIOGARAN 20 mg, gélule, CHLORHYDRATE DE FLUOXÉTINE : 22,4 mg pour une gélule, gélule, plaquette de 14 gélules;3400935485724
"ALGINATE DE SODIUM / BICARBONATE DE SODIUM BIOGARAN 250 mg/133,5 mg pour 5 ml, suspension buvable en flacon, BICARBONATE DE SODIUM : 133,5 mg pour 5 ml de suspension buvable ; ALGINATE DE SODIUM : 250 mg pour 5 ml de suspension buvable, suspension buvable, 1 flacon de 250 ml avec cuillère-mesure polystyrène";3400936058965
FUROSEMIDE ZYDUS 20 mg, comprimé, FUROSÉMIDE : 20 mg pour un comprimé, comprimé, plaquette de 30 comprimés;3400930012635
TRAMADOL SANDOZ L.P. 100 mg, comprimé pelliculé à libération prolongée, CHLORHYDRATE DE TRAMADOL : 100,00 mg pour un comprimé, comprimé pelliculé à libération prolongée, plaquette de 10 comprimés;3400930269114
TRAMADOL SANDOZ L.P. 100 mg, comprimé pelliculé à libération prolongée, CHLORHYDRATE DE TRAMADOL : 100,00 mg pour un comprimé, comprimé pelliculé à libération prolongée, plaquette de 30 comprimés;3400938398618
"PRORHINEL RHUME, solution nasale, POLYSORBATE 80 : 200 mg pour 100 ml de solution ; BENZODODÉCINIUM (BROMURE DE) HYDRATÉ, solution, 20 ampoule de 5 ml";3400934967634
ENTECAVIR ARROW 0,5 mg, comprimé pelliculé, ENTÉCAVIR MONOHYDRATÉ, comprimé pelliculé, plaquette de 30 comprimés;3400930117507
ACIDE TRANEXAMIQUE ACCORD 0,5 g/5 mL, solution injectable, ACIDE TRANEXAMIQUE : 0,5 g pour une ampoule de 5 mL, solution injectable, 5 ampoule de 5 mL;3400930129685
OSTEOCIS 3 mg, trousse pour préparation radiopharmaceutique, OXIDRONATE DE SODIUM : 3,0 mg pour un flacon, trousse pour préparation radiopharmaceutique, 5 flacon de 14,2 mg;3400955421252
"LATANOPROST/TIMOLOL ARROW 50 microgrammes/5 mg par ml, collyre en solution, MALÉATE DE TIMOLOL : 6,8 mg pour 1 ml de solution ; LATANOPROST : 50 microgrammes pour 1 ml de solution, collyre en solution, 1 flacon de 2,5 ml";3400922316208
"LATANOPROST/TIMOLOL ARROW 50 microgrammes/5 mg par ml, collyre en solution, MALÉATE DE TIMOLOL : 6,8 mg pour 1 ml de solution ; LATANOPROST : 50 microgrammes pour 1 ml de solution, collyre en solution, 3 flacon de 2,5 ml";3400922316376
MORPHINE (CHLORHYDRATE) RENAUDIN 10 mg/ml, solution injectable, CHLORHYDRATE DE MORPHINE : 10 mg pour 1 ml de solution injectable, solution injectable, 1 poche de 100 ml polypropylène polyoléfine à 2 tubes, l'un avec un Twist-off l'autre avec un site d'injection suremballées/surpochées;3400921879599
MORPHINE (CHLORHYDRATE) RENAUDIN 10 mg/ml, solution injectable, CHLORHYDRATE DE MORPHINE : 10 mg pour 1 ml de solution injectable, solution injectable, 10 ampoule de 1 ml;3400936900400
ROPINIROLE EG 2 mg, comprimé pelliculé, CHLORHYDRATE DE ROPINIROLE : 2,28 mg pour un comprimé, comprimé pelliculé, plaquette de 21 comprimés;3400941771491
RETACRIT 5 000 UI/0,5 mL, solution injectable en seringue préremplie, ÉPOÉTINE ZÊTA : 5000 UI pour une seringue préremplie de 0,5 ml, solution injectable, 6 seringue préremplie de 0,5 ml avec dispositifs de sécurité de l'aiguille;3400930012130
RIVOTRIL 1 mg/1 ml, solution à diluer injectable en ampoules, CLONAZÉPAM : 1 mg pour une ampoule, solution à diluer et  solvant pour solution injectable, 6 ampoule de 1 ml - 6 ampoules en verre de 1 ml;3400934428272
TRIATEC 5 mg, comprimé sécable, RAMIPRIL : 5 mg pour un comprimé, comprimé sécable, plaquette de 30 comprimés;3400936440579
TRIATEC 5 mg, comprimé sécable, RAMIPRIL : 5 mg pour un comprimé, comprimé sécable, plaquette de 90 comprimés;3400936908505
TRIATEC 5 mg, comprimé sécable, RAMIPRIL : 5 mg pour un comprimé, comprimé sécable, plaquette de 100 comprimés;3400956569175
"AMOXICILLINE/ACIDE CLAVULANIQUE SUN 1 g/125 mg ADULTES, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1), AMOXICILLINE TRIHYDRATÉE ; CLAVULANATE DE POTASSIUM, poudre pour suspension buvable, 8 sachet de 3 g";3400927750182
"AMOXICILLINE/ACIDE CLAVULANIQUE SUN 1 g/125 mg ADULTES, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1), AMOXICILLINE TRIHYDRATÉE ; CLAVULANATE DE POTASSIUM, poudre pour suspension buvable, 12 sachet de 3 g";3400927750243
ACIDE ALENDRONIQUE ZENTIVA 70 mg, comprimé, ALENDRONATE MONOSODIQUE TRIHYDRATÉ : 91,37 mg pour un comprimé, comprimé, plaquette de 4 comprimés;3400939145518
ACIDE ALENDRONIQUE ZENTIVA 70 mg, comprimé, ALENDRONATE MONOSODIQUE TRIHYDRATÉ : 91,37 mg pour un comprimé, comprimé, plaquette de 12 comprimés;3400939145747
"ZENALIA, comprimé sublingual, GELSEMIUM SEMPERVIRENS POUR PRÉPARATIONS HOMÉOPATHIQUES : 1 mg (9 CH) pour un comprimé ; IGNATIA AMARA POUR PRÉPARATIONS HOMÉOPATHIQUES : 1 mg (9 CH) pour un comprimé ; KALIUM PHOSPHORICUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 1 mg (15 CH) pour un comprimé, comprimé, plaquette de 30 comprimés";3400936096707
TRIMEBUTINE SUBSTIPHARM 200 mg, comprimé, MALÉATE DE TRIMÉBUTINE : 200 mg pour un comprimé, comprimé, plaquette de 30 comprimés;3400949128969
AMIRIOX 0,3 mg/mL, collyre en solution, BIMATOPROST : 0,3 mg pour 1 mL de solution, collyre en solution, 1 flacon de 3 ml avec compte-gouttes multidoses;3400930234600
IBUPROFENE ARROW CONSEIL 400 mg, capsule molle, IBUPROFÈNE : 400 mg pour une capsule, capsule molle, plaquette de 10 capsules;3400930235973
METHOTREXATE VIATRIS 2,5 mg/ml, solution injectable, MÉTHOTREXATE : 2,5 mg pour 1 ml de solution injectable, solution injectable, 10 flacon de 2 ml;3400935783370
"RICINUS COMPOSE, HYDRASTIS CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES : 3 CH pour 1 ml de solution injectable ; PODOPHYLLUM PELTATUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 3 CH pour 1 ml de solution injectable ; LITHIUM CARBONICUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 3 CH pour 1 ml de solution injectable ; BERBERIS VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES : 3 CH pour 1 ml de solution injectable ; RICINUS COMMUNIS POUR PRÉPARATIONS HOMÉOPATHIQUES : 3 CH pour 1 ml de solution injectable ; PTELEA TRIFOLIATA POUR PRÉPARATIONS HOMÉOPATHIQUES : 3 CH pour 1 ml de solution injectable ; COLOCYNTHIS POUR PRÉPARATIONS HOMÉOPATHIQUES : 3 CH pour 1 ml de solution injectable ; CHAMOMILLA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES : 3 CH pour 1 ml de solution injectable, granules, 1 tube de 4 g";3400930213179
"STREPSILS ORANGE VITAMINE C, pastille, ACIDE ASCORBIQUE : 33,500 mg pour une pastille ; ASCORBATE DE SODIUM : 74,900 mg pour une pastille ; AMYLMÉTACRÉSOL : 0,600 mg pour une pastille ; ALCOOL DICHLORO-2,4 BENZYLIQUE : 1,200 mg pour une pastille, pastille, plaquette de 24 pastilles";3400936954748
METHYLPHENIDATE ARROW LP 20 mg, gélule à libération prolongée, CHLORHYDRATE DE MÉTHYLPHÉNIDATE : 20 mg pour une gélule, gélule à libération prolongée, 1 flacon de sécurité enfant de 28 gélules;3400930227893
LEPTICUR 10 mg/2 ml, solution injectable, TROPATÉPINE (CHLORHYDRATE DE) : 10 mg pour une ampoule de 2 mL, solution injectable, 1 ampoule de 2 ml;3400931756163
SOLUTRICINE MAUX DE GORGE TETRACAÏNE 0,2 mg, comprimé à sucer, CHLORHYDRATE DE TÉTRACAÏNE : 0,2 mg pour un comprimé, comprimé à sucer, plaquette de 24 comprimés;3400936866188
CLARITHROMYCINE HCS 250 mg, comprimé pelliculé, CLARITHROMYCINE : 250 mg pour un comprimé, comprimé pelliculé, plaquette de 10 comprimés;3400930178904
OFLOXACINE VIATRIS 1,5 mg/0,5 mL, solution auriculaire en récipient unidose, OFLOXACINE : 1,5 mg pour un récipient unidose de 0,5 mL, solution, 20 récipients unidoses  polyéthylène de 0,5 mL;3400930236833
"ZINC-CUIVRE OLIGOSOL, solution buvable en ampoule, CUIVRE (GLUCONATE DE) : 0,518 mg pour une ampoule de 2 ml ; ZINC (GLUCONATE DE) : 0,470 mg pour une ampoule de 2 ml, solution buvable, 28 ampoule de 2 ml";3400930142776
"ZINC-CUIVRE OLIGOSOL, solution buvable en ampoule, CUIVRE (GLUCONATE DE) : 0,518 mg pour une ampoule de 2 ml ; ZINC (GLUCONATE DE) : 0,470 mg pour une ampoule de 2 ml, solution buvable, 14 ampoule de 2 ml";3400930752579
"W253, BELLADONNA POUR PRÉPARATIONS HOMÉOPATHIQUES : 4 DH pour une ampoule de 2 ml ; MAGNESIA PHOSPHORICA POUR PRÉPARATIONS HOMÉOPATHIQUES : 6 DH pour une ampoule de 2 ml ; CUPRUM SULFURICUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 6 DH pour une ampoule de 2 ml ; ANTIMONIUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 6 DH pour une ampoule de 2 ml ; VERATRUM ALBUM, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES : 6 DH pour une ampoule de 2 ml ; CHAMOMILLA VULGARIS, RADIX, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES : 4 DH pour une ampoule de 2 ml ; BELLADONNA POUR PRÉPARATIONS HOMÉOPATHIQUES : 4 DH pour une ampoule de 2 ml ; MAGNESIA PHOSPHORICA POUR PRÉPARATIONS HOMÉOPATHIQUES : 6 DH pour une ampoule de 2 ml ; CUPRUM SULFURICUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 6 DH pour une ampoule de 2 ml ; ANTIMONIUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 6 DH pour une ampoule de 2 ml ; VERATRUM ALBUM, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES : 6 DH pour une ampoule de 2 ml ; CHAMOMILLA VULGARIS, RADIX, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES : 4 DH pour une ampoule de 2 ml, granules et  solution en gouttes en gouttes buvable en gouttes, 1 flacon de 60 ml";3400930213438
TADALAFIL ACCORD 2,5 mg, comprimé pelliculé, TADALAFIL : 2,5 mg pour un comprimé, comprimé pelliculé, plaquette de 28 comprimés;3400930065075
OXOMEMAZINE ZENTIVA 0,33 mg/ml, sirop, OXOMÉMAZINE : 0,033 g pour 100 ml de si, sirop, flacon de 150 ml avec gobelets doseurs polypropylène;3400949246816
TEMOZOLOMIDE ACCORD 140 mg, gélule, TÉMOZOLOMIDE : 140 mg pour une gélule, gélule, 5 sachet de 1 gélule;3400930024027
RISEDRONATE EG 5 mg, comprimé pelliculé, RISÉDRONATE MONOSODIQUE HÉMIPENTAHYDRATÉ : 5,74 mg pour un comprimé, comprimé pelliculé, plaquette de 28 comprimés;3400949728985
DEFERASIROX SANDOZ 360 mg, comprimé pelliculé, DÉFÉRASIROX : 360 mg pour un comprimé, comprimé pelliculé, plaquette de 30 comprimés;3400930226551
"RINGER LACTATE AGUETTANT, solution pour perfusion, CHLORURE DE POTASSIUM : 0,40 g pour 1000 ml de solution ; CHLORURE DE CALCIUM DIHYDRATÉ : 0,27 g pour 1000 ml de solution ; CHLORURE DE SODIUM : 6 g pour 1000 ml de solution ; LACTATE DE SODIUM, SOLUTION DE : 5,16 g pour 1000 ml de solution, solution pour perfusion, 1 poche de 250 ml";3400936982833
"RINGER LACTATE AGUETTANT, solution pour perfusion, CHLORURE DE POTASSIUM : 0,40 g pour 1000 ml de solution ; CHLORURE DE CALCIUM DIHYDRATÉ : 0,27 g pour 1000 ml de solution ; CHLORURE DE SODIUM : 6 g pour 1000 ml de solution ; LACTATE DE SODIUM, SOLUTION DE : 5,16 g pour 1000 ml de solution, solution pour perfusion, 1 poche de 500 ml";3400936983083
"RINGER LACTATE AGUETTANT, solution pour perfusion, CHLORURE DE POTASSIUM : 0,40 g pour 1000 ml de solution ; CHLORURE DE CALCIUM DIHYDRATÉ : 0,27 g pour 1000 ml de solution ; CHLORURE DE SODIUM : 6 g pour 1000 ml de solution ; LACTATE DE SODIUM, SOLUTION DE : 5,16 g pour 1000 ml de solution, solution pour perfusion, 1 poche de 1000 ml";3400936983144
"RINGER LACTATE AGUETTANT, solution pour perfusion, CHLORURE DE POTASSIUM : 0,40 g pour 1000 ml de solution ; CHLORURE DE CALCIUM DIHYDRATÉ : 0,27 g pour 1000 ml de solution ; CHLORURE DE SODIUM : 6 g pour 1000 ml de solution ; LACTATE DE SODIUM, SOLUTION DE : 5,16 g pour 1000 ml de solution, solution pour perfusion, 1 poche de perfusion (en PVC plastifié au DEPH) suremballées/surpochées de 250 ml";3400936983205
"RINGER LACTATE AGUETTANT, solution pour perfusion, CHLORURE DE POTASSIUM : 0,40 g pour 1000 ml de solution ; CHLORURE DE CALCIUM DIHYDRATÉ : 0,27 g pour 1000 ml de solution ; CHLORURE DE SODIUM : 6 g pour 1000 ml de solution ; LACTATE DE SODIUM, SOLUTION DE : 5,16 g pour 1000 ml de solution, solution pour perfusion, 1 poche de perfusion (en PVC plastifié au DEPH) suremballées/surpochées de 500 ml";3400936983373
ARSENIC TRIOXYDE ARROW 1 mg/mL, solution à diluer pour perfusion, TRIOXYDE D'ARSENIC : 1 mg pour 1 mL de solution, solution à diluer pour perfusion, 10 ampoule de 10 mL;3400955066019
DILTIAZEM TEVA SANTE LP 300 mg, gélule à libération prolongée, CHLORHYDRATE DE DILTIAZEM : 300 mg pour une gélule, gélule à libération prolongée, plaquette de 84 gélules;3400926931193
DILTIAZEM TEVA SANTE LP 300 mg, gélule à libération prolongée, CHLORHYDRATE DE DILTIAZEM : 300 mg pour une gélule, gélule à libération prolongée, plaquette de 28 gélules;3400927480799
"W358, ARGENTUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 20 DH pour une gélule ; BERBERIS VULGARIS FRUCTUS POUR PRÉPARATIONS HOMÉOPATHIQUES : 4 DH pour une gélule ; SILICEA NATURALE (QUARTZ) POUR PRÉPARATIONS HOMÉOPATHIQUES : 12 DH pour une gélule ; ARGENTUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 20 DH pour une gélule ; BERBERIS VULGARIS FRUCTUS POUR PRÉPARATIONS HOMÉOPATHIQUES : 4 DH pour une gélule ; SILICEA NATURALE (QUARTZ) POUR PRÉPARATIONS HOMÉOPATHIQUES : 12 DH pour une gélule, granules et  solution en gouttes en gouttes buvable en gouttes, 1 tube de 4 g";3400930209554
"W358, ARGENTUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 20 DH pour une gélule ; BERBERIS VULGARIS FRUCTUS POUR PRÉPARATIONS HOMÉOPATHIQUES : 4 DH pour une gélule ; SILICEA NATURALE (QUARTZ) POUR PRÉPARATIONS HOMÉOPATHIQUES : 12 DH pour une gélule ; ARGENTUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES : 20 DH pour une gélule ; BERBERIS VULGARIS FRUCTUS POUR PRÉPARATIONS HOMÉOPATHIQUES : 4 DH pour une gélule ; SILICEA NATURALE (QUARTZ) POUR PRÉPARATIONS HOMÉOPATHIQUES : 12 DH pour une gélule, granules et  solution en gouttes en gouttes buvable en gouttes, 1 flacon de 60 ml";3400930209578
TELZIR 50 mg/ml, suspension buvable, FOSAMPRÉNAVIR CALCIQUE : 61 mg pour 1 ml, suspension buvable, 1 flacon de 225 ml avec fermeture de sécurité enfant avec seringues doseuses avec adaptateurs pour flacon;3400936406452
FASLODEX 250 mg, solution injectable, FULVESTRANT : 250 mg pour 5 ml de solution, solution injectable, 1 seringue préremplie de 5 ml;3400936349001
BRIVIACT 100 mg, comprimé pelliculé, BRIVARACÉTAM : 100 mg pour un comprimé, comprimé pelliculé, plaquette de 56 comprimés;3400930053676
CALCIUM EDETATE DE SODIUM SERB 50 mg/ml, solution injectable I.V., CALCIUM ÉDÉTATE DE SODIUM : 50 mg pour 1 ml de solution injectable, solution injectable, 10 ampoule de 10 ml;3400930167922
TROLAMINE BIOGARAN CONSEIL 0,67 %, émulsion pour application cutanée, TROLAMINE : 0,67 g pour 100 g d'émulsion pour application cutanée, émulsion pour application, 1 tube de 93 g;3400939804996
"CORBILTA 125 mg/31,25 mg/200 mg, comprimé pelliculé, LÉVODOPA : 125 mg pour un comprimé ; CARBIDOPA MONOHYDRATÉE : 33,8 mg pour un comprimé ; ENTACAPONE : 200 mg pour un comprimé, comprimé pelliculé, flacon de sécurité enfant de 100 comprimés";3400927708770
